state,name,MME,transaction_year,fips
OR,washington,151346147.2119,2015,41067
OR,multnomah,278541198.2094,2015,41051
OR,marion,117917441.4327,2015,41047
OR,lane,197906595.4629,2015,41039
OR,tillamook,19689173.8914,2015,41057
OR,clackamas,184029374.0634,2015,41005
OR,yamhill,28667273.5317,2015,41071
OR,linn,62661487.3674,2015,41043
OR,jackson,150901822.0935,2015,41029
OR,hoodriver,5881220.16,2015,41027
OR,douglas,66195143.022,2015,41019
OR,union,18628150.7625,2015,41061
OR,malheur,21413821.9434,2015,41045
OR,polk,18692842.4475,2015,41053
OR,lincoln,34498004.0289,2015,41041
OR,coos,36098241.678,2015,41011
OR,deschutes,61032903.5106,2015,41017
OR,josephine,60987574.194,2015,41033
OR,benton,22712705.5464,2015,41003
OR,clatsop,25964968.0458,2015,41007
OR,umatilla,34810713.8487,2015,41059
OR,lake,4424446.7628,2015,41037
OR,baker,9216545.3625,2015,41001
OR,wasco,12658709.5764,2015,41065
OR,jefferson,5925095.7075000005,2015,41031
OR,crook,8173911.1914,2015,41013
OR,curry,15716519.9442,2015,41015
OR,morrow,1464332.8125,2015,41049
OR,klamath,26205998.4378,2015,41035
OR,harney,2943357.15,2015,41025
OR,columbia,17330604.507,2015,41009
OR,wallowa,3443404.5453,2015,41063
OR,grant,2574309.6375,2015,41023
OR,gilliam,748771.2375,2015,41021
OR,deschutes,56906383.7529,2016,41017
OR,clackamas,166954614.849,2016,41005
OR,jackson,137968849.3215,2016,41029
OR,multnomah,251940796.78274998,2016,41051
OR,josephine,52351107.4326,2016,41033
OR,umatilla,34242604.0236,2016,41059
OR,washington,138366007.5951,2016,41067
OR,benton,19193911.7775,2016,41003
OR,douglas,61477287.5058,2016,41019
OR,lane,178406030.6739,2016,41039
OR,wallowa,3237078.2625,2016,41063
OR,yamhill,26477652.5703,2016,41071
OR,wasco,11669467.56,2016,41065
OR,morrow,1770206.9625000001,2016,41049
OR,lincoln,27763077.1278,2016,41041
OR,linn,55196409.5646,2016,41043
OR,marion,107340896.7951,2016,41047
OR,coos,32908309.3218,2016,41011
OR,clatsop,22230351.0936,2016,41007
OR,polk,17889089.88,2016,41053
OR,crook,7802787.2475000005,2016,41013
OR,union,16241145.8025,2016,41061
OR,hoodriver,5615425.095,2016,41027
OR,tillamook,16458094.5,2016,41057
OR,klamath,25871609.625,2016,41035
OR,columbia,15926531.9445,2016,41009
OR,lake,3727906.305,2016,41037
OR,curry,14012976.3975,2016,41015
OR,jefferson,5510891.2164,2016,41031
OR,harney,2750762.4375,2016,41025
OR,baker,9348354.7425,2016,41001
OR,grant,2329896.4125,2016,41023
OR,malheur,19092570.142500002,2016,41045
OR,gilliam,703629.525,2016,41021
OR,clackamas,140479670.65545,2017,41005
OR,linn,47107246.4214,2017,41043
OR,multnomah,221484014.79839998,2017,41051
OR,lane,151733312.3499,2017,41039
OR,umatilla,29246547.2913,2017,41059
OR,washington,114110353.8528,2017,41067
OR,coos,27858168.7104,2017,41011
OR,deschutes,51349478.1444,2017,41017
OR,jackson,116480014.4937,2017,41029
OR,douglas,52385220.6399,2017,41019
OR,klamath,22273156.41,2017,41035
OR,malheur,18812712.7965,2017,41045
OR,clatsop,18854023.6548,2017,41007
OR,josephine,44255963.325,2017,41033
OR,harney,2240849.61,2017,41025
OR,marion,86761949.0064,2017,41047
OR,lincoln,21364019.9214,2017,41041
OR,polk,16580617.17,2017,41053
OR,benton,15569067.4725,2017,41003
OR,union,13661270.94,2017,41061
OR,crook,6804352.005,2017,41013
OR,baker,8294379.555,2017,41001
OR,columbia,14394643.5267,2017,41009
OR,hoodriver,5144291.1825,2017,41027
OR,lake,3211667.9325,2017,41037
OR,morrow,1502571.5250000001,2017,41049
OR,curry,12276823.485,2017,41015
OR,yamhill,23427838.6803,2017,41071
OR,wasco,10898413.5189,2017,41065
OR,tillamook,14830042.2675,2017,41057
OR,wallowa,2846676.8484,2017,41063
OR,jefferson,5270861.6103,2017,41031
OR,grant,2031244.725,2017,41023
OR,gilliam,436907.775,2017,41021
OR,linn,37516488.0723,2018,41043
OR,umatilla,22562181.4092,2018,41059
OR,washington,96402925.2906,2018,41067
OR,lane,127180107.5229,2018,41039
OR,jackson,103416124.7265,2018,41029
OR,multnomah,190335233.8719,2018,41051
OR,deschutes,46423507.7286,2018,41017
OR,douglas,46027211.1912,2018,41019
OR,clackamas,120731004.4731,2018,41005
OR,benton,11804882.055,2018,41003
OR,columbia,11620128.4491,2018,41009
OR,coos,23752048.2618,2018,41011
OR,clatsop,16060397.34,2018,41007
OR,klamath,18941429.79,2018,41035
OR,marion,67357844.4075,2018,41047
OR,josephine,39863896.4925,2018,41033
OR,harney,1974976.86,2018,41025
OR,lake,2122253.6625,2018,41037
OR,baker,6573299.6325,2018,41001
OR,lincoln,17259709.7889,2018,41041
OR,yamhill,18213143.1525,2018,41071
OR,polk,13333941.45,2018,41053
OR,union,11595488.28,2018,41061
OR,crook,5936631.4425,2018,41013
OR,hoodriver,4695109.41,2018,41027
OR,curry,11504185.47,2018,41015
OR,malheur,15103965.2885,2018,41045
OR,wasco,9922468.71,2018,41065
OR,morrow,1155658.5375,2018,41049
OR,jefferson,4477065.0,2018,41031
OR,tillamook,13040900.955,2018,41057
OR,wallowa,2255052.8289,2018,41063
OR,grant,1766356.575,2018,41023
OR,gilliam,412982.325,2018,41021
OR,clatsop,13620065.85,2019,41007
OR,marion,57542720.9925,2019,41047
OR,lane,102785837.4081,2019,41039
OR,curry,10535244.15,2019,41015
OR,clackamas,103019725.9764,2019,41005
OR,washington,80661546.0564,2019,41067
OR,josephine,37649161.4025,2019,41033
OR,yamhill,16441267.2525,2019,41071
OR,wasco,9277380.825,2019,41065
OR,multnomah,172370027.3172,2019,41051
OR,malheur,13075344.307500001,2019,41045
OR,columbia,10420079.1267,2019,41009
OR,polk,12625192.3875,2019,41053
OR,klamath,16873077.4575,2019,41035
OR,harney,1644276.1875,2019,41025
OR,morrow,1200132.45,2019,41049
OR,umatilla,18108864.9906,2019,41059
OR,jackson,96689900.1417,2019,41029
OR,lake,1676481.8625,2019,41037
OR,coos,20372692.2153,2019,41011
OR,deschutes,41548702.2471,2019,41017
OR,grant,1615954.05,2019,41023
OR,douglas,39748231.3632,2019,41019
OR,benton,9799072.9575,2019,41003
OR,union,8495343.93,2019,41061
OR,linn,31511214.9039,2019,41043
OR,hoodriver,4221433.41,2019,41027
OR,crook,5643799.41,2019,41013
OR,wallowa,1950983.2125000001,2019,41063
OR,gilliam,361676.9625,2019,41021
OR,lincoln,14399690.4525,2019,41041
OR,baker,5931703.71,2019,41001
OR,tillamook,11080105.9875,2019,41057
OR,jefferson,3893588.4078,2019,41031
OR,wheeler,302.70000000000005,2019,41069
ID,twinfalls,22719039.7299375,2007,16083
ID,twinfalls,43007200.3245375,2012,16083
ID,twinfalls,45859553.814075,2014,16083
ID,bonneville,29333181.997812502,2008,16019
ID,ada,180746250.604275,2012,16001
ID,idaho,2123993.802,2006,16049
ID,idaho,2624546.565,2007,16049
ID,idaho,2863691.4,2008,16049
ID,idaho,2980944.315,2009,16049
ID,idaho,3651007.9125,2010,16049
ID,idaho,4325868.825,2011,16049
ID,nezperce,16863772.4535,2006,16069
ID,nezperce,16540508.9383625,2007,16069
ID,nezperce,17801540.7323625,2008,16069
ID,nezperce,18372075.5813625,2009,16069
ID,clearwater,2765532.398175,2006,16035
ID,latah,6823889.751,2006,16057
ID,latah,7503930.84,2007,16057
ID,latah,7087049.6550375,2008,16057
ID,latah,7875977.287500001,2010,16057
ID,latah,8135058.45,2011,16057
ID,latah,8617201.1625,2012,16057
ID,latah,9301366.695,2013,16057
ID,latah,9194521.7475,2014,16057
ID,shoshone,8607737.1263625,2011,16079
ID,latah,7396195.3875,2009,16057
ID,kootenai,50389887.7320375,2011,16055
ID,bonner,15925758.1627125,2011,16017
ID,bonner,16243572.759525,2012,16017
ID,bonner,15199694.404987501,2013,16017
ID,lewis,1364353.7280000001,2006,16061
ID,lewis,1580471.475,2007,16061
ID,lewis,1747466.1865875,2008,16061
ID,lewis,2088135.7275,2009,16061
ID,lewis,2313001.8788625,2010,16061
ID,lewis,2532261.3,2011,16061
ID,kootenai,52616500.4793,2012,16055
ID,kootenai,51913247.375625,2013,16055
ID,benewah,2129590.5,2011,16009
ID,benewah,2141759.25,2012,16009
ID,benewah,2258338.1625,2013,16009
ID,benewah,2608916.0625,2014,16009
ID,kootenai,55000530.6445125,2014,16055
ID,clearwater,3256337.3965875,2007,16035
ID,clearwater,3690092.0385,2008,16035
ID,clearwater,3895588.0125,2009,16035
ID,clearwater,3867124.5413625,2010,16035
ID,clearwater,4080836.1375,2011,16035
ID,clearwater,3696238.35,2012,16035
ID,clearwater,3064475.857725,2013,16035
ID,clearwater,2700263.2875,2014,16035
ID,idaho,4586127.6525,2012,16049
ID,idaho,4098340.4625,2013,16049
ID,idaho,4096476.1913625,2014,16049
ID,shoshone,8753847.225,2012,16079
ID,shoshone,9017147.25,2013,16079
ID,shoshone,8684983.8375,2014,16079
ID,nezperce,18462140.25,2010,16069
ID,nezperce,18419622.9490875,2011,16069
ID,nezperce,18999121.2295125,2012,16069
ID,nezperce,19989382.502025,2013,16069
ID,nezperce,20138416.1475,2014,16069
ID,boundary,4983171.9,2011,16021
ID,boundary,4843300.440225,2012,16021
ID,bonner,14806844.4943125,2014,16017
ID,ada,86952634.07245,2006,16001
ID,ada,97841035.0984,2007,16001
ID,ada,114737058.41806251,2008,16001
ID,ada,127040565.35895,2009,16001
ID,ada,148342347.105075,2010,16001
ID,ada,166145524.039575,2011,16001
ID,ada,179184356.4111,2013,16001
ID,bannock,15054316.384,2006,16005
ID,bannock,16518380.0038625,2007,16005
ID,bannock,18901808.052,2008,16005
ID,bannock,22804208.7263625,2009,16005
ID,bannock,32865242.5275,2011,16005
ID,canyon,25937084.8225875,2006,16027
ID,canyon,30050029.963725,2007,16027
ID,canyon,34524495.495,2008,16027
ID,canyon,40460467.608675,2009,16027
ID,canyon,57689731.561125,2011,16027
ID,canyon,66426568.9938375,2012,16027
ID,canyon,70819242.587025,2013,16027
ID,bonneville,21481845.323725,2006,16019
ID,bonneville,24633051.996175,2007,16019
ID,bonneville,34749227.9484,2010,16019
ID,bonneville,42377593.5234,2011,16019
ID,bonneville,46219846.374975,2012,16019
ID,bonneville,44235626.356575,2013,16019
ID,elmore,3493130.5500000003,2006,16039
ID,elmore,3539517.2625,2007,16039
ID,elmore,4126530.7875,2008,16039
ID,elmore,4629170.0625,2009,16039
ID,elmore,5418062.1,2010,16039
ID,elmore,5932269.7575,2011,16039
ID,elmore,7044811.2375,2012,16039
ID,elmore,7144960.3125,2013,16039
ID,elmore,7988203.5825000005,2014,16039
ID,blaine,2381186.1615,2006,16013
ID,blaine,2136861.525,2007,16013
ID,bonneville,32419991.7058125,2009,16019
ID,bonneville,45480404.4652125,2014,16019
ID,franklin,2234664.9395,2006,16041
ID,franklin,2225458.7,2007,16041
ID,franklin,2042584.5875,2008,16041
ID,franklin,2441878.5075,2009,16041
ID,franklin,2616129.8985,2010,16041
ID,franklin,3013276.4625,2011,16041
ID,franklin,3273600.45,2012,16041
ID,franklin,3628338.0,2013,16041
ID,franklin,3656667.075,2014,16041
ID,valley,2053208.8845,2006,16085
ID,valley,2593662.375,2007,16085
ID,valley,2641249.125,2008,16085
ID,valley,3320436.1875,2009,16085
ID,valley,3868979.5125,2010,16085
ID,valley,3955415.1375,2011,16085
ID,valley,3840568.34295,2012,16085
ID,valley,3774856.92795,2013,16085
ID,valley,3890780.3175,2014,16085
ID,canyon,47229417.2775,2010,16027
ID,payette,3206258.319,2006,16075
ID,payette,2733453.26895,2007,16075
ID,payette,2377976.107725,2008,16075
ID,payette,2823201.975,2009,16075
ID,payette,4215814.2,2010,16075
ID,payette,4677241.8,2012,16075
ID,payette,4856261.625,2013,16075
ID,gem,3677906.1375,2006,16045
ID,gem,3202546.5,2007,16045
ID,gem,3068053.0875,2008,16045
ID,gem,3366184.65,2009,16045
ID,gem,7992976.95,2010,16045
ID,gem,8909788.8375,2011,16045
ID,gem,9348149.081812501,2012,16045
ID,bingham,4270638.4788625,2006,16011
ID,bingham,5127184.1865875,2007,16011
ID,bingham,5919567.9,2008,16011
ID,blaine,2186047.125,2008,16013
ID,blaine,2003847.225,2009,16013
ID,blaine,3053882.025,2011,16013
ID,jefferson,1762957.1625,2006,16051
ID,jefferson,1996655.1,2007,16051
ID,jefferson,2045587.35,2008,16051
ID,jefferson,2608525.8375,2009,16051
ID,jefferson,2698466.325,2010,16051
ID,jefferson,2597175.4875,2011,16051
ID,jefferson,2878214.9663625,2012,16051
ID,jefferson,3807894.975,2013,16051
ID,jefferson,3447824.9288625,2014,16051
ID,madison,3178856.412,2006,16065
ID,madison,4460066.7785,2007,16065
ID,madison,4993696.7445,2008,16065
ID,madison,4767834.075,2009,16065
ID,madison,5651148.4875,2010,16065
ID,madison,6368076.15,2011,16065
ID,madison,5547343.23,2012,16065
ID,madison,6006080.2875,2013,16065
ID,madison,6916700.2725,2014,16065
ID,bearlake,2507815.269,2006,16007
ID,bearlake,2906446.4088500002,2007,16007
ID,bearlake,2455369.0125,2008,16007
ID,bearlake,2640719.9288625,2009,16007
ID,bearlake,2332999.125,2010,16007
ID,bearlake,2147551.9875,2011,16007
ID,bearlake,2395197.3563625,2012,16007
ID,bearlake,2914806.4575,2013,16007
ID,bearlake,2906006.0625,2014,16007
ID,bingham,8342602.7663625,2009,16011
ID,bingham,9737715.1875,2010,16011
ID,bingham,11319476.8125,2011,16011
ID,bingham,12421687.7175,2012,16011
ID,bingham,12890740.5684,2013,16011
ID,bingham,13986158.6365875,2014,16011
ID,teton,1078277.145,2006,16081
ID,teton,1559596.65,2007,16081
ID,teton,2009551.0875,2008,16081
ID,teton,1892050.020225,2009,16081
ID,teton,1924221.570225,2010,16081
ID,teton,1994812.605225,2011,16081
ID,teton,2034726.5438625,2012,16081
ID,teton,2051737.8788625,2013,16081
ID,teton,2137021.695225,2014,16081
ID,caribou,1772696.6663625,2007,16029
ID,caribou,1411578.045225,2008,16029
ID,caribou,1489920.3375,2009,16029
ID,caribou,1885982.85,2010,16029
ID,caribou,2110727.6625,2011,16029
ID,caribou,2401000.065,2012,16029
ID,caribou,2746178.055,2013,16029
ID,caribou,2713892.325,2014,16029
ID,ada,186428768.49975,2014,16001
ID,twinfalls,19766564.3603625,2006,16083
ID,twinfalls,25338318.0603,2008,16083
ID,twinfalls,30279849.0954375,2009,16083
ID,twinfalls,35778264.5068125,2010,16083
ID,twinfalls,40075018.6990875,2011,16083
ID,twinfalls,45282067.590450004,2013,16083
ID,canyon,74977256.1093,2014,16027
ID,caribou,1819402.536,2006,16029
ID,cassia,5475199.92,2006,16031
ID,cassia,6343461.04635,2007,16031
ID,cassia,6863601.135675,2008,16031
ID,cassia,7373394.3049875,2009,16031
ID,cassia,8301214.96545,2010,16031
ID,cassia,9238927.470225,2011,16031
ID,cassia,9753088.290000001,2012,16031
ID,cassia,10579944.5443125,2013,16031
ID,cassia,11806117.875,2014,16031
ID,minidoka,1357327.941,2006,16067
ID,minidoka,1428168.0375,2007,16067
ID,minidoka,1555217.4000000001,2008,16067
ID,minidoka,1670179.6500000001,2009,16067
ID,minidoka,2043803.775,2010,16067
ID,minidoka,2524913.55,2011,16067
ID,minidoka,3140137.2375,2012,16067
ID,minidoka,3437450.1,2013,16067
ID,minidoka,3784604.85,2014,16067
ID,jerome,2918151.0500000003,2006,16053
ID,jerome,3292966.65,2007,16053
ID,jerome,3816929.4038625,2008,16053
ID,jerome,4040601.4125,2009,16053
ID,jerome,4279914.3788625,2010,16053
ID,jerome,5218169.925,2011,16053
ID,jerome,6670122.3375,2012,16053
ID,jerome,7168550.175,2013,16053
ID,jerome,7396720.8788625,2014,16053
ID,power,1106963.505,2006,16077
ID,power,1063438.725,2007,16077
ID,power,975105.45,2008,16077
ID,power,1153888.515,2009,16077
ID,power,1373065.3875,2010,16077
ID,power,1924252.8413625,2011,16077
ID,power,2383475.55,2012,16077
ID,power,2283831.075,2013,16077
ID,power,2170381.185675,2014,16077
ID,gooding,1769292.216,2006,16047
ID,gooding,1878942.225,2007,16047
ID,gooding,2248912.3875,2008,16047
ID,gooding,2620964.8875,2009,16047
ID,gooding,3557658.2625,2010,16047
ID,gooding,4488545.8125,2011,16047
ID,gooding,4667764.74,2012,16047
ID,gooding,5428873.35,2013,16047
ID,gooding,5741210.46,2014,16047
ID,washington,1816897.335,2006,16087
ID,washington,1627064.175,2007,16087
ID,washington,2028546.1240875,2008,16087
ID,washington,2689824.585675,2009,16087
ID,washington,2578785.3270375,2010,16087
ID,washington,3531168.5068125,2011,16087
ID,washington,4033404.375,2012,16087
ID,washington,3773245.125,2013,16087
ID,washington,4527749.925,2014,16087
ID,bannock,27934432.5715875,2010,16005
ID,bannock,36778394.6597625,2012,16005
ID,bannock,38903846.940675,2013,16005
ID,bannock,39052585.7440875,2014,16005
ID,blaine,2777889.0038625,2010,16013
ID,blaine,3613144.2188625,2012,16013
ID,blaine,3665185.350225,2013,16013
ID,blaine,3729403.1513625,2014,16013
ID,gem,9167981.0365875,2013,16045
ID,gem,8277486.1990875,2014,16045
ID,payette,4692549.1425,2014,16075
ID,custer,923554.9125,2013,16037
ID,custer,897182.7788625,2014,16037
ID,owyhee,1386021.375,2014,16073
ID,shoshone,7807199.119125,2006,16079
ID,shoshone,8278742.1,2007,16079
ID,shoshone,8174320.8038625,2008,16079
ID,shoshone,8327528.1375,2009,16079
ID,shoshone,8726021.5875,2010,16079
ID,kootenai,38871392.69045,2006,16055
ID,kootenai,42116838.61585,2007,16055
ID,kootenai,44322403.849,2008,16055
ID,kootenai,47377596.288675,2009,16055
ID,kootenai,48791399.6036625,2010,16055
ID,bonner,11265217.863675,2006,16017
ID,bonner,12837779.1865625,2007,16017
ID,bonner,13980402.340875,2008,16017
ID,bonner,14589955.634962501,2009,16017
ID,bonner,15497122.3497375,2010,16017
ID,benewah,2574843.2085,2007,16009
ID,benewah,2955778.875,2008,16009
ID,benewah,3100633.275,2009,16009
ID,benewah,3104897.8125,2010,16009
ID,boundary,4020929.819,2006,16021
ID,boundary,4222738.2375,2007,16021
ID,boundary,4663109.5125,2008,16021
ID,boundary,4966677.525,2009,16021
ID,boundary,5032659.45,2010,16021
ID,lemhi,2713961.5875,2009,16059
ID,lemhi,3921400.9125,2012,16059
ID,payette,4230378.075,2011,16075
ID,fremont,1322992.65,2010,16043
ID,fremont,1393057.725,2011,16043
ID,fremont,1649488.71,2012,16043
ID,owyhee,1323051.5625,2012,16073
ID,oneida,1841355.5788625,2006,16071
ID,oneida,1021425.4425,2009,16071
ID,lemhi,2850581.7,2010,16059
ID,lemhi,3251480.7,2011,16059
ID,lemhi,4529726.925,2013,16059
ID,lemhi,3950096.7,2014,16059
ID,oneida,1751512.35,2014,16071
ID,custer,501882.6,2006,16037
ID,custer,648182.5875,2007,16037
ID,custer,689963.4,2008,16037
ID,custer,612872.6674875,2009,16037
ID,custer,687892.425,2010,16037
ID,custer,810443.5875,2011,16037
ID,fremont,692578.5875,2006,16043
ID,lemhi,2563205.1,2006,16059
ID,lemhi,2671394.8125,2007,16059
ID,lemhi,2626241.55,2008,16059
ID,custer,884149.725,2012,16037
ID,benewah,1966040.9505,2006,16009
ID,boundary,5401897.6125,2013,16021
ID,boundary,6001417.0875,2014,16021
ID,adams,3329.7000000000007,2011,16003
ID,boise,25608.420000000002,2013,16015
ID,oneida,1312743.4540875,2012,16071
ID,oneida,1490494.8225,2013,16071
ID,fremont,2505634.7625,2013,16043
ID,fremont,2768762.55,2014,16043
ID,owyhee,1325042.9475,2013,16073
ID,owyhee,1222700.7,2009,16073
ID,adams,8778.300000000001,2006,16003
ID,adams,4540.500000000001,2010,16003
ID,lewis,2749045.425,2012,16061
ID,lewis,2800491.8663625,2013,16061
ID,lewis,2551389.225,2014,16061
ID,butte,942175.8,2007,16023
ID,oneida,1481338.3275000001,2007,16071
ID,oneida,1052568.6,2008,16071
ID,oneida,1304162.55,2010,16071
ID,oneida,1251486.675,2011,16071
ID,fremont,817186.9875,2007,16043
ID,fremont,915038.9925,2008,16043
ID,fremont,1294940.5875,2009,16043
ID,butte,777542.775,2006,16023
ID,butte,727741.725,2008,16023
ID,butte,689795.1,2009,16023
ID,butte,796454.325,2010,16023
ID,butte,905617.7625,2012,16023
ID,butte,1126222.0875,2013,16023
ID,butte,1908024.7875,2014,16023
ID,owyhee,423054.15,2006,16073
ID,owyhee,570314.1,2007,16073
ID,owyhee,878865.5625,2008,16073
ID,owyhee,1217383.2,2010,16073
ID,owyhee,1274309.9625,2011,16073
ID,adams,5751.300000000001,2007,16003
ID,butte,763943.625,2011,16023
ID,boise,16527.42,2012,16015
ID,boise,10170.720000000001,2014,16015
ID,adams,3935.1000000000004,2009,16003
ID,ada,120131896.05,2019,16001
ID,bonneville,31438500.8754,2019,16019
ID,kootenai,37735252.7556,2019,16055
ID,benewah,2456011.71,2019,16009
ID,blaine,2551334.0325,2019,16013
ID,cassia,8997193.852500001,2019,16031
ID,canyon,51810712.1925,2019,16027
ID,bonner,10044951.525,2019,16017
ID,shoshone,4394202.7875,2019,16079
ID,twinfalls,32324060.82,2019,16083
ID,bannock,29991229.1175,2019,16005
ID,custer,270908.325,2019,16037
ID,fremont,1190804.25,2019,16043
ID,gooding,3327507.7125,2019,16047
ID,franklin,3200405.1225,2019,16041
ID,jerome,4485986.445,2019,16053
ID,oneida,1578166.725,2019,16071
ID,madison,4665413.9925,2019,16065
ID,latah,5699526.3675,2019,16057
ID,nezperce,14015897.13,2019,16069
ID,adams,166247.325,2019,16003
ID,idaho,3401339.0403,2019,16049
ID,caribou,2724828.3000000003,2019,16029
ID,bingham,10091104.1364,2019,16011
ID,elmore,6390616.3725000005,2019,16039
ID,lemhi,1706472.5325,2019,16059
ID,owyhee,1288720.125,2019,16073
ID,valley,2817243.4575,2019,16085
ID,payette,6799935.0075,2019,16075
ID,boundary,4399157.685,2019,16021
ID,butte,748222.9500000001,2019,16023
ID,teton,1113889.7175,2019,16081
ID,bearlake,3072538.1625,2019,16007
ID,jefferson,2874142.3914,2019,16051
ID,gem,5887710.4431,2019,16045
ID,power,1528545.2625,2019,16077
ID,minidoka,3417435.9,2019,16067
ID,washington,3366193.8000000003,2019,16087
ID,lewis,2137781.8875,2019,16061
ID,clearwater,864716.64,2019,16035
ID,teton,2014427.775,2015,16081
ID,ada,181162775.6694,2015,16001
ID,idaho,4300593.375,2015,16049
ID,shoshone,7339687.59,2015,16079
ID,elmore,8012058.6975,2015,16039
ID,kootenai,54556338.3303,2015,16055
ID,canyon,74639130.6903,2015,16027
ID,bearlake,3073568.8275,2015,16007
ID,blaine,3553637.7675,2015,16013
ID,nezperce,19491349.1889,2015,16069
ID,bannock,37556887.6545,2015,16005
ID,benewah,3090077.8125,2015,16009
ID,bonner,14476193.3823,2015,16017
ID,latah,8387420.265000001,2015,16057
ID,cassia,12315123.637500001,2015,16031
ID,bonneville,46134046.3953,2015,16019
ID,bingham,13593386.745,2015,16011
ID,caribou,2828673.6039,2015,16029
ID,jerome,6582696.3825,2015,16053
ID,clearwater,1811332.725,2015,16035
ID,valley,4189925.325,2015,16085
ID,oneida,1745929.1625,2015,16071
ID,madison,5455917.5064,2015,16065
ID,lewis,2833357.35,2015,16061
ID,owyhee,1536350.0625,2015,16073
ID,payette,5999708.8875,2015,16075
ID,fremont,2860077.1875,2015,16043
ID,butte,1881530.0625,2015,16023
ID,lemhi,3726010.0500000003,2015,16059
ID,twinfalls,44783933.22,2015,16083
ID,gooding,5671442.1414,2015,16047
ID,boundary,6308300.385,2015,16021
ID,washington,4653944.6025,2015,16087
ID,franklin,3774960.24,2015,16041
ID,jefferson,3466415.2125,2015,16051
ID,power,1962505.1568,2015,16077
ID,minidoka,3912685.95,2015,16067
ID,gem,8266242.8145,2015,16045
ID,custer,395349.5625,2015,16037
ID,boise,21794.4,2015,16015
ID,bonner,14562734.9484,2016,16017
ID,latah,7261746.3825,2016,16057
ID,nezperce,18401474.82,2016,16069
ID,gooding,5496840.4875,2016,16047
ID,idaho,3879027.4125,2016,16049
ID,owyhee,1572954.7875,2016,16073
ID,bannock,35653059.9789,2016,16005
ID,ada,174186675.36270002,2016,16001
ID,butte,1255659.9375,2016,16023
ID,bonneville,40666629.9057,2016,16019
ID,kootenai,52711269.0738,2016,16055
ID,boundary,6628202.37,2016,16021
ID,clearwater,1869778.335,2016,16035
ID,shoshone,6311447.5200000005,2016,16079
ID,cassia,10558270.6275,2016,16031
ID,canyon,74006743.8534,2016,16027
ID,benewah,2818156.65,2016,16009
ID,lewis,2653611.6375,2016,16061
ID,twinfalls,43236169.7667,2016,16083
ID,custer,430394.47500000003,2016,16037
ID,fremont,2486896.6125,2016,16043
ID,bingham,11899599.4575,2016,16011
ID,elmore,8500861.7325,2016,16039
ID,blaine,3576462.9975,2016,16013
ID,teton,1945688.925,2016,16081
ID,jerome,6363782.5575,2016,16053
ID,caribou,3092007.075,2016,16029
ID,franklin,3689279.2875,2016,16041
ID,power,1629313.6281,2016,16077
ID,jefferson,3143360.2092,2016,16051
ID,payette,6921033.4725,2016,16075
ID,madison,5260323.6375,2016,16065
ID,oneida,1649276.25,2016,16071
ID,boise,10897.199999999999,2016,16015
ID,gem,8119675.283100001,2016,16045
ID,washington,4699383.1875,2016,16087
ID,bearlake,3466147.7625,2016,16007
ID,valley,4282393.5225,2016,16085
ID,minidoka,3247792.8828000003,2016,16067
ID,lemhi,3109088.625,2016,16059
ID,blaine,3148408.335,2017,16013
ID,shoshone,5746122.4275,2017,16079
ID,kootenai,49445083.1235,2017,16055
ID,canyon,71841828.9906,2017,16027
ID,bonneville,37418001.9018,2017,16019
ID,gem,8264664.8742,2017,16045
ID,twinfalls,41229468.825,2017,16083
ID,ada,164685682.27560002,2017,16001
ID,bonner,13620344.2728,2017,16017
ID,clearwater,2017876.9125,2017,16035
ID,payette,6566220.375,2017,16075
ID,bannock,33184116.225,2017,16005
ID,latah,6879927.0825000005,2017,16057
ID,boundary,6125172.6525,2017,16021
ID,fremont,1977154.9875,2017,16043
ID,gooding,3982246.6575,2017,16047
ID,custer,384227.73000000004,2017,16037
ID,bearlake,3508331.1525,2017,16007
ID,idaho,3663908.5125,2017,16049
ID,bingham,11028758.67,2017,16011
ID,jerome,5597348.3325000005,2017,16053
ID,jefferson,3175469.6703,2017,16051
ID,power,1565718.2625,2017,16077
ID,franklin,3394856.34,2017,16041
ID,valley,3879965.775,2017,16085
ID,cassia,10120244.955,2017,16031
ID,elmore,8416601.5275,2017,16039
ID,benewah,2693840.7675,2017,16009
ID,minidoka,3194154.2325,2017,16067
ID,washington,4641751.8525,2017,16087
ID,owyhee,1625445.21,2017,16073
ID,nezperce,16541529.195,2017,16069
ID,lemhi,2679616.05,2017,16059
ID,madison,5347311.5214,2017,16065
ID,oneida,1750033.35,2017,16071
ID,caribou,3237100.89765,2017,16029
ID,teton,1654174.5225,2017,16081
ID,lincoln,418250.7,2017,16063
ID,butte,949994.085,2017,16023
ID,lewis,2173912.8375,2017,16061
ID,adams,104785.425,2017,16003
ID,bonner,11793751.635,2018,16017
ID,bannock,31104066.9075,2018,16005
ID,ada,140326640.115,2018,16001
ID,canyon,61785069.8139,2018,16027
ID,blaine,2777708.0325,2018,16013
ID,lemhi,2322290.775,2018,16059
ID,elmore,7719788.8725000005,2018,16039
ID,idaho,3571231.0875,2018,16049
ID,bingham,10582431.3885,2018,16011
ID,kootenai,42000910.0056,2018,16055
ID,washington,3788538.54,2018,16087
ID,valley,3257322.5100000002,2018,16085
ID,bonneville,34130618.6274,2018,16019
ID,latah,6150074.077500001,2018,16057
ID,clearwater,1727023.9968,2018,16035
