Year,State_x,State Code,County_x,County Code,Population,Population_filled,State_CD,County_y,State_y,Deaths
1990,Alabama,1,"Autauga County, AL",1001,34353.0,34353.0,AL,,,
1990,Tennessee,47,"Madison County, TN",47113,78345.0,78345.0,TN,,,
1990,Tennessee,47,"Marion County, TN",47115,24712.0,24712.0,TN,,,
1990,Tennessee,47,"Marshall County, TN",47117,21741.0,21741.0,TN,,,
1990,Tennessee,47,"Maury County, TN",47119,55262.0,55262.0,TN,,,
1990,Tennessee,47,"Meigs County, TN",47121,8108.0,8108.0,TN,,,
1990,Tennessee,47,"Monroe County, TN",47123,30650.0,30650.0,TN,,,
1990,Tennessee,47,"Montgomery County, TN",47125,101682.0,101682.0,TN,,,
1990,Tennessee,47,"Moore County, TN",47127,4699.0,4699.0,TN,,,
1990,Tennessee,47,"Morgan County, TN",47129,17358.0,17358.0,TN,,,
1990,Tennessee,47,"Macon County, TN",47111,15968.0,15968.0,TN,,,
1990,Tennessee,47,"Obion County, TN",47131,31761.0,31761.0,TN,,,
1990,Tennessee,47,"Perry County, TN",47135,6629.0,6629.0,TN,,,
1990,Tennessee,47,"Pickett County, TN",47137,4567.0,4567.0,TN,,,
1990,Tennessee,47,"Polk County, TN",47139,13694.0,13694.0,TN,,,
1990,Tennessee,47,"Putnam County, TN",47141,51623.0,51623.0,TN,,,
1990,Tennessee,47,"Rhea County, TN",47143,24374.0,24374.0,TN,,,
1990,Tennessee,47,"Roane County, TN",47145,47273.0,47273.0,TN,,,
1990,Tennessee,47,"Robertson County, TN",47147,41669.0,41669.0,TN,,,
1990,Tennessee,47,"Rutherford County, TN",47149,119847.0,119847.0,TN,,,
1990,Tennessee,47,"Scott County, TN",47151,18393.0,18393.0,TN,,,
1990,Tennessee,47,"Overton County, TN",47133,17672.0,17672.0,TN,,,
1990,Tennessee,47,"McNairy County, TN",47109,22484.0,22484.0,TN,,,
1990,Tennessee,47,"McMinn County, TN",47107,42479.0,42479.0,TN,,,
1990,Tennessee,47,"Loudon County, TN",47105,31389.0,31389.0,TN,,,
1990,Tennessee,47,"Hamblen County, TN",47063,50696.0,50696.0,TN,,,
1990,Tennessee,47,"Hamilton County, TN",47065,285919.0,285919.0,TN,,,
1990,Tennessee,47,"Hancock County, TN",47067,6742.0,6742.0,TN,,,
1990,Tennessee,47,"Hardeman County, TN",47069,23455.0,23455.0,TN,,,
1990,Tennessee,47,"Hardin County, TN",47071,22698.0,22698.0,TN,,,
1990,Tennessee,47,"Hawkins County, TN",47073,44680.0,44680.0,TN,,,
1990,Tennessee,47,"Haywood County, TN",47075,19424.0,19424.0,TN,,,
1990,Tennessee,47,"Henderson County, TN",47077,21903.0,21903.0,TN,,,
1990,Tennessee,47,"Henry County, TN",47079,27945.0,27945.0,TN,,,
1990,Tennessee,47,"Hickman County, TN",47081,16867.0,16867.0,TN,,,
1990,Tennessee,47,"Houston County, TN",47083,7007.0,7007.0,TN,,,
1990,Tennessee,47,"Humphreys County, TN",47085,15816.0,15816.0,TN,,,
1990,Tennessee,47,"Jackson County, TN",47087,9389.0,9389.0,TN,,,
1990,Tennessee,47,"Jefferson County, TN",47089,33095.0,33095.0,TN,,,
1990,Tennessee,47,"Johnson County, TN",47091,13818.0,13818.0,TN,,,
1990,Tennessee,47,"Knox County, TN",47093,336707.0,336707.0,TN,,,
1990,Tennessee,47,"Lake County, TN",47095,7111.0,7111.0,TN,,,
1990,Tennessee,47,"Lauderdale County, TN",47097,23569.0,23569.0,TN,,,
1990,Tennessee,47,"Lawrence County, TN",47099,35387.0,35387.0,TN,,,
1990,Tennessee,47,"Lewis County, TN",47101,9303.0,9303.0,TN,,,
1990,Tennessee,47,"Lincoln County, TN",47103,28208.0,28208.0,TN,,,
1990,Tennessee,47,"Sequatchie County, TN",47153,8899.0,8899.0,TN,,,
1990,Tennessee,47,"Grundy County, TN",47061,13399.0,13399.0,TN,,,
1990,Tennessee,47,"Sevier County, TN",47155,51449.0,51449.0,TN,,,
1990,Tennessee,47,"Smith County, TN",47159,14183.0,14183.0,TN,,,
1990,Tennessee,47,"Stewart County, TN",47161,9495.0,9495.0,TN,,,
1990,Tennessee,47,"Sullivan County, TN",47163,143886.0,143886.0,TN,,,
1990,Tennessee,47,"Sumner County, TN",47165,103761.0,103761.0,TN,,,
1990,Tennessee,47,"Tipton County, TN",47167,37900.0,37900.0,TN,,,
1990,Tennessee,47,"Trousdale County, TN",47169,5937.0,5937.0,TN,,,
1990,Tennessee,47,"Unicoi County, TN",47171,16542.0,16542.0,TN,,,
1990,Tennessee,47,"Union County, TN",47173,13758.0,13758.0,TN,,,
1990,Tennessee,47,"Van Buren County, TN",47175,4865.0,4865.0,TN,,,
1990,Tennessee,47,"Warren County, TN",47177,33099.0,33099.0,TN,,,
1990,Tennessee,47,"Washington County, TN",47179,92732.0,92732.0,TN,,,
1990,Tennessee,47,"Wayne County, TN",47181,13974.0,13974.0,TN,,,
1990,Tennessee,47,"Weakley County, TN",47183,32071.0,32071.0,TN,,,
1990,Tennessee,47,"White County, TN",47185,20146.0,20146.0,TN,,,
1990,Tennessee,47,"Williamson County, TN",47187,81789.0,81789.0,TN,,,
1990,Tennessee,47,"Wilson County, TN",47189,68019.0,68019.0,TN,,,
1990,Tennessee,47,"Shelby County, TN",47157,828446.0,828446.0,TN,,,
1990,Tennessee,47,"Greene County, TN",47059,55990.0,55990.0,TN,,,
1990,Tennessee,47,"Grainger County, TN",47057,17151.0,17151.0,TN,,,
1990,Tennessee,47,"Giles County, TN",47055,25803.0,25803.0,TN,,,
1990,Tennessee,47,"Campbell County, TN",47013,35178.0,35178.0,TN,,,
1990,Tennessee,47,"Cannon County, TN",47015,10517.0,10517.0,TN,,,
1990,Tennessee,47,"Carroll County, TN",47017,27574.0,27574.0,TN,,,
1990,Tennessee,47,"Carter County, TN",47019,51668.0,51668.0,TN,,,
1990,Tennessee,47,"Cheatham County, TN",47021,27310.0,27310.0,TN,,,
1990,Tennessee,47,"Chester County, TN",47023,12845.0,12845.0,TN,,,
1990,Tennessee,47,"Claiborne County, TN",47025,26182.0,26182.0,TN,,,
1990,Tennessee,47,"Clay County, TN",47027,7244.0,7244.0,TN,,,
1990,Tennessee,47,"Cocke County, TN",47029,29205.0,29205.0,TN,,,
1990,Tennessee,47,"Coffee County, TN",47031,40507.0,40507.0,TN,,,
1990,Tennessee,47,"Crockett County, TN",47033,13392.0,13392.0,TN,,,
1990,Tennessee,47,"Cumberland County, TN",47035,34997.0,34997.0,TN,,,
1990,Tennessee,47,"Davidson County, TN",47037,512139.0,512139.0,TN,,,
1990,Tennessee,47,"Decatur County, TN",47039,10484.0,10484.0,TN,,,
1990,Tennessee,47,"DeKalb County, TN",47041,14436.0,14436.0,TN,,,
1990,Tennessee,47,"Dickson County, TN",47043,35255.0,35255.0,TN,,,
1990,Tennessee,47,"Dyer County, TN",47045,34945.0,34945.0,TN,,,
1990,Tennessee,47,"Fayette County, TN",47047,25549.0,25549.0,TN,,,
1990,Tennessee,47,"Fentress County, TN",47049,14637.0,14637.0,TN,,,
1990,Tennessee,47,"Franklin County, TN",47051,35027.0,35027.0,TN,,,
1990,Tennessee,47,"Gibson County, TN",47053,46402.0,46402.0,TN,,,
1990,Tennessee,47,"Bradley County, TN",47011,73990.0,73990.0,TN,,,
1990,Tennessee,47,"Blount County, TN",47009,86317.0,86317.0,TN,,,
1990,Tennessee,47,"Benton County, TN",47005,14580.0,14580.0,TN,,,
1990,Tennessee,47,"Anderson County, TN",47001,68406.0,68406.0,TN,,,
1990,Tennessee,47,"Bedford County, TN",47003,30583.0,30583.0,TN,,,
1990,Tennessee,47,"Bledsoe County, TN",47007,9711.0,9711.0,TN,,,
1990,Georgia,13,"Stewart County, GA",13259,5649.0,5649.0,GA,,,
1990,Georgia,13,"Sumter County, GA",13261,30338.0,30338.0,GA,,,
1990,Georgia,13,"Talbot County, GA",13263,6527.0,6527.0,GA,,,
1990,Georgia,13,"Taliaferro County, GA",13265,1908.0,1908.0,GA,,,
1990,Georgia,13,"Tattnall County, GA",13267,17808.0,17808.0,GA,,,
1990,Georgia,13,"Taylor County, GA",13269,7688.0,7688.0,GA,,,
1990,Georgia,13,"Telfair County, GA",13271,11002.0,11002.0,GA,,,
1990,Georgia,13,"Terrell County, GA",13273,10626.0,10626.0,GA,,,
1990,Georgia,13,"Thomas County, GA",13275,38902.0,38902.0,GA,,,
1990,Georgia,13,"Stephens County, GA",13257,23474.0,23474.0,GA,,,
1990,Georgia,13,"Tift County, GA",13277,35071.0,35071.0,GA,,,
1990,Georgia,13,"Towns County, GA",13281,6781.0,6781.0,GA,,,
1990,Georgia,13,"Treutlen County, GA",13283,6012.0,6012.0,GA,,,
1990,Georgia,13,"Troup County, GA",13285,55581.0,55581.0,GA,,,
1990,Georgia,13,"Turner County, GA",13287,8700.0,8700.0,GA,,,
1990,Georgia,13,"Twiggs County, GA",13289,9841.0,9841.0,GA,,,
1990,Georgia,13,"Union County, GA",13291,12066.0,12066.0,GA,,,
1990,Georgia,13,"Upson County, GA",13293,26329.0,26329.0,GA,,,
1990,Georgia,13,"Walker County, GA",13295,58313.0,58313.0,GA,,,
1990,Georgia,13,"Walton County, GA",13297,38757.0,38757.0,GA,,,
1990,Georgia,13,"Toombs County, GA",13279,24121.0,24121.0,GA,,,
1990,Georgia,13,"Spalding County, GA",13255,54717.0,54717.0,GA,,,
1990,Georgia,13,"Seminole County, GA",13253,9002.0,9002.0,GA,,,
1990,Georgia,13,"Screven County, GA",13251,13832.0,13832.0,GA,,,
1990,Georgia,13,"Montgomery County, GA",13209,7403.0,7403.0,GA,,,
1990,Georgia,13,"Morgan County, GA",13211,12943.0,12943.0,GA,,,
1990,Georgia,13,"Murray County, GA",13213,26344.0,26344.0,GA,,,
1990,Georgia,13,"Muscogee County, GA",13215,179824.0,179824.0,GA,,,
1990,Georgia,13,"Newton County, GA",13217,42045.0,42045.0,GA,,,
1990,Georgia,13,"Oconee County, GA",13219,17820.0,17820.0,GA,,,
1990,Georgia,13,"Oglethorpe County, GA",13221,9822.0,9822.0,GA,,,
1990,Georgia,13,"Paulding County, GA",13223,42004.0,42004.0,GA,,,
1990,Georgia,13,"Peach County, GA",13225,21225.0,21225.0,GA,,,
1990,Georgia,13,"Pickens County, GA",13227,14510.0,14510.0,GA,,,
1990,Georgia,13,"Pierce County, GA",13229,13396.0,13396.0,GA,,,
1990,Georgia,13,"Pike County, GA",13231,10317.0,10317.0,GA,,,
1990,Georgia,13,"Polk County, GA",13233,33873.0,33873.0,GA,,,
1990,Georgia,13,"Pulaski County, GA",13235,8148.0,8148.0,GA,,,
1990,Georgia,13,"Putnam County, GA",13237,14272.0,14272.0,GA,,,
1990,Georgia,13,"Quitman County, GA",13239,2216.0,2216.0,GA,,,
1990,Georgia,13,"Rabun County, GA",13241,11721.0,11721.0,GA,,,
1990,Georgia,13,"Randolph County, GA",13243,8020.0,8020.0,GA,,,
1990,Georgia,13,"Richmond County, GA",13245,190689.0,190689.0,GA,,,
1990,Georgia,13,"Rockdale County, GA",13247,54656.0,54656.0,GA,,,
1990,Georgia,13,"Schley County, GA",13249,3588.0,3588.0,GA,,,
1990,Georgia,13,"Ware County, GA",13299,35456.0,35456.0,GA,,,
1990,Georgia,13,"Monroe County, GA",13207,17209.0,17209.0,GA,,,
1990,Georgia,13,"Warren County, GA",13301,6079.0,6079.0,GA,,,
1990,Georgia,13,"Wayne County, GA",13305,22463.0,22463.0,GA,,,
1990,Georgia,13,"Webster County, GA",13307,2263.0,2263.0,GA,,,
1990,Georgia,13,"Wheeler County, GA",13309,4952.0,4952.0,GA,,,
1990,Georgia,13,"White County, GA",13311,13114.0,13114.0,GA,,,
1990,Georgia,13,"Whitfield County, GA",13313,72613.0,72613.0,GA,,,
1990,Georgia,13,"Wilcox County, GA",13315,7020.0,7020.0,GA,,,
1990,Georgia,13,"Wilkes County, GA",13317,10584.0,10584.0,GA,,,
1990,Georgia,13,"Wilkinson County, GA",13319,10240.0,10240.0,GA,,,
1990,Georgia,13,"Worth County, GA",13321,19741.0,19741.0,GA,,,
1990,Georgia,13,"Washington County, GA",13303,19183.0,19183.0,GA,,,
1990,Georgia,13,"Mitchell County, GA",13205,20345.0,20345.0,GA,,,
1990,Georgia,13,"Miller County, GA",13201,6273.0,6273.0,GA,,,
1990,Georgia,13,"Meriwether County, GA",13199,22447.0,22447.0,GA,,,
1990,Georgia,13,"Clarke County, GA",13059,88058.0,88058.0,GA,,,
1990,Georgia,13,"Clay County, GA",13061,3342.0,3342.0,GA,,,
1990,Georgia,13,"Clayton County, GA",13063,182769.0,182769.0,GA,,,
1990,Georgia,13,"Clinch County, GA",13065,6160.0,6160.0,GA,,,
1990,Georgia,13,"Cobb County, GA",13067,450936.0,450936.0,GA,,,
1990,Georgia,13,"Coffee County, GA",13069,29760.0,29760.0,GA,,,
1990,Georgia,13,"Colquitt County, GA",13071,36735.0,36735.0,GA,,,
1990,Georgia,13,"Columbia County, GA",13073,66819.0,66819.0,GA,,,
1990,Georgia,13,"Cook County, GA",13075,13467.0,13467.0,GA,,,
1990,Georgia,13,"Cherokee County, GA",13057,91323.0,91323.0,GA,,,
1990,Georgia,13,"Coweta County, GA",13077,54487.0,54487.0,GA,,,
1990,Georgia,13,"Crisp County, GA",13081,20022.0,20022.0,GA,,,
1990,Georgia,13,"Dade County, GA",13083,13182.0,13182.0,GA,,,
1990,Georgia,13,"Dawson County, GA",13085,9531.0,9531.0,GA,,,
1990,Georgia,13,"Decatur County, GA",13087,25573.0,25573.0,GA,,,
1990,Georgia,13,"DeKalb County, GA",13089,549655.0,549655.0,GA,,,
1990,Georgia,13,"Dodge County, GA",13091,17674.0,17674.0,GA,,,
1990,Georgia,13,"Dooly County, GA",13093,9939.0,9939.0,GA,,,
1990,Georgia,13,"Dougherty County, GA",13095,96325.0,96325.0,GA,,,
1990,Georgia,13,"Douglas County, GA",13097,71611.0,71611.0,GA,,,
1990,Georgia,13,"Crawford County, GA",13079,9071.0,9071.0,GA,,,
1990,Georgia,13,"Chattooga County, GA",13055,22287.0,22287.0,GA,,,
1990,Georgia,13,"Chattahoochee County, GA",13053,16729.0,16729.0,GA,,,
1990,Georgia,13,"Chatham County, GA",13051,217531.0,217531.0,GA,,,
1990,Georgia,13,"Baker County, GA",13007,3617.0,3617.0,GA,,,
1990,Georgia,13,"Baldwin County, GA",13009,39627.0,39627.0,GA,,,
1990,Georgia,13,"Banks County, GA",13011,10379.0,10379.0,GA,,,
1990,Georgia,13,"Barrow County, GA",13013,30106.0,30106.0,GA,,,
1990,Georgia,13,"Bartow County, GA",13015,56360.0,56360.0,GA,,,
1990,Georgia,13,"Ben Hill County, GA",13017,16217.0,16217.0,GA,,,
1990,Georgia,13,"Berrien County, GA",13019,14153.0,14153.0,GA,,,
1990,Georgia,13,"Bibb County, GA",13021,150268.0,150268.0,GA,,,
1990,Georgia,13,"Bleckley County, GA",13023,10463.0,10463.0,GA,,,
1990,Georgia,13,"Brantley County, GA",13025,11120.0,11120.0,GA,,,
1990,Georgia,13,"Brooks County, GA",13027,15383.0,15383.0,GA,,,
1990,Georgia,13,"Bryan County, GA",13029,15643.0,15643.0,GA,,,
1990,Georgia,13,"Bulloch County, GA",13031,43412.0,43412.0,GA,,,
1990,Georgia,13,"Burke County, GA",13033,20514.0,20514.0,GA,,,
1990,Georgia,13,"Butts County, GA",13035,15421.0,15421.0,GA,,,
1990,Georgia,13,"Calhoun County, GA",13037,5028.0,5028.0,GA,,,
1990,Georgia,13,"Camden County, GA",13039,30734.0,30734.0,GA,,,
1990,Georgia,13,"Candler County, GA",13043,7790.0,7790.0,GA,,,
1990,Georgia,13,"Carroll County, GA",13045,71875.0,71875.0,GA,,,
1990,Georgia,13,"Catoosa County, GA",13047,42693.0,42693.0,GA,,,
1990,Georgia,13,"Charlton County, GA",13049,8511.0,8511.0,GA,,,
1990,Georgia,13,"Early County, GA",13099,11859.0,11859.0,GA,,,
1990,Georgia,13,"Echols County, GA",13101,2372.0,2372.0,GA,,,
1990,Georgia,13,"Effingham County, GA",13103,25986.0,25986.0,GA,,,
1990,Georgia,13,"Elbert County, GA",13105,18981.0,18981.0,GA,,,
1990,Georgia,13,"Jackson County, GA",13157,30195.0,30195.0,GA,,,
1990,Georgia,13,"Jasper County, GA",13159,8495.0,8495.0,GA,,,
1990,Georgia,13,"Jeff Davis County, GA",13161,12036.0,12036.0,GA,,,
1990,Georgia,13,"Jefferson County, GA",13163,17382.0,17382.0,GA,,,
1990,Georgia,13,"Jenkins County, GA",13165,8249.0,8249.0,GA,,,
1990,Georgia,13,"Johnson County, GA",13167,8353.0,8353.0,GA,,,
1990,Georgia,13,"Jones County, GA",13169,20801.0,20801.0,GA,,,
1990,Georgia,13,"Lamar County, GA",13171,13056.0,13056.0,GA,,,
1990,Georgia,13,"Lanier County, GA",13173,5537.0,5537.0,GA,,,
1990,Georgia,13,"Laurens County, GA",13175,39987.0,39987.0,GA,,,
1990,Georgia,13,"Lee County, GA",13177,16333.0,16333.0,GA,,,
1990,Georgia,13,"Liberty County, GA",13179,52906.0,52906.0,GA,,,
1990,Georgia,13,"Lincoln County, GA",13181,7465.0,7465.0,GA,,,
1990,Georgia,13,"Long County, GA",13183,6341.0,6341.0,GA,,,
1990,Georgia,13,"Lowndes County, GA",13185,76407.0,76407.0,GA,,,
1990,Georgia,13,"Lumpkin County, GA",13187,14715.0,14715.0,GA,,,
1990,Georgia,13,"McDuffie County, GA",13189,20148.0,20148.0,GA,,,
1990,Georgia,13,"McIntosh County, GA",13191,8626.0,8626.0,GA,,,
1990,Georgia,13,"Macon County, GA",13193,13118.0,13118.0,GA,,,
1990,Georgia,13,"Madison County, GA",13195,21214.0,21214.0,GA,,,
1990,Georgia,13,"Marion County, GA",13197,5583.0,5583.0,GA,,,
1990,Georgia,13,"Irwin County, GA",13155,8643.0,8643.0,GA,,,
1990,Georgia,13,"Houston County, GA",13153,89695.0,89695.0,GA,,,
1990,Georgia,13,"Heard County, GA",13149,8688.0,8688.0,GA,,,
1990,Georgia,13,"Emanuel County, GA",13107,20600.0,20600.0,GA,,,
1990,Georgia,13,"Evans County, GA",13109,8735.0,8735.0,GA,,,
1990,Georgia,13,"Fannin County, GA",13111,16061.0,16061.0,GA,,,
1990,Georgia,13,"Fayette County, GA",13113,63212.0,63212.0,GA,,,
1990,Georgia,13,"Floyd County, GA",13115,81483.0,81483.0,GA,,,
1990,Georgia,13,"Forsyth County, GA",13117,44737.0,44737.0,GA,,,
1990,Georgia,13,"Franklin County, GA",13119,16705.0,16705.0,GA,,,
1990,Georgia,13,"Fulton County, GA",13121,650697.0,650697.0,GA,,,
1990,Georgia,13,"Gilmer County, GA",13123,13492.0,13492.0,GA,,,
1990,Georgia,13,"Glascock County, GA",13125,2356.0,2356.0,GA,,,
1990,Georgia,13,"Glynn County, GA",13127,62691.0,62691.0,GA,,,
1990,Georgia,13,"Gordon County, GA",13129,35233.0,35233.0,GA,,,
1990,Georgia,13,"Grady County, GA",13131,20376.0,20376.0,GA,,,
1990,Georgia,13,"Greene County, GA",13133,11849.0,11849.0,GA,,,
1990,Georgia,13,"Gwinnett County, GA",13135,356979.0,356979.0,GA,,,
1990,Georgia,13,"Habersham County, GA",13137,27799.0,27799.0,GA,,,
1990,Georgia,13,"Hall County, GA",13139,96215.0,96215.0,GA,,,
1990,Georgia,13,"Hancock County, GA",13141,8930.0,8930.0,GA,,,
1990,Georgia,13,"Haralson County, GA",13143,22002.0,22002.0,GA,,,
1990,Georgia,13,"Harris County, GA",13145,17837.0,17837.0,GA,,,
1990,Georgia,13,"Hart County, GA",13147,19825.0,19825.0,GA,,,
1990,Georgia,13,"Henry County, GA",13151,59885.0,59885.0,GA,,,
1990,Georgia,13,"Bacon County, GA",13005,9570.0,9570.0,GA,,,
1990,Georgia,13,"Atkinson County, GA",13003,6223.0,6223.0,GA,,,
1990,Florida,12,"Washington County, FL",12133,16972.0,16972.0,FL,,,
1990,Alabama,1,"Escambia County, AL",1053,35526.0,35526.0,AL,,,
1990,Alabama,1,"Etowah County, AL",1055,99809.0,99809.0,AL,,,
1990,Alabama,1,"Fayette County, AL",1057,18006.0,18006.0,AL,,,
1990,Alabama,1,"Franklin County, AL",1059,27802.0,27802.0,AL,,,
1990,Alabama,1,"Geneva County, AL",1061,23734.0,23734.0,AL,,,
1990,Alabama,1,"Greene County, AL",1063,10171.0,10171.0,AL,,,
1990,Alabama,1,"Hale County, AL",1065,15533.0,15533.0,AL,,,
1990,Alabama,1,"Henry County, AL",1067,15426.0,15426.0,AL,,,
1990,Alabama,1,"Houston County, AL",1069,81666.0,81666.0,AL,,,
1990,Alabama,1,"Elmore County, AL",1051,49484.0,49484.0,AL,,,
1990,Alabama,1,"Jackson County, AL",1071,47948.0,47948.0,AL,,,
1990,Alabama,1,"Lamar County, AL",1075,15702.0,15702.0,AL,,,
1990,Alabama,1,"Lauderdale County, AL",1077,79962.0,79962.0,AL,,,
1990,Alabama,1,"Lawrence County, AL",1079,31605.0,31605.0,AL,,,
1990,Alabama,1,"Lee County, AL",1081,87735.0,87735.0,AL,,,
1990,Alabama,1,"Limestone County, AL",1083,54357.0,54357.0,AL,,,
1990,Alabama,1,"Lowndes County, AL",1085,12668.0,12668.0,AL,,,
1990,Alabama,1,"Macon County, AL",1087,24911.0,24911.0,AL,,,
1990,Alabama,1,"Madison County, AL",1089,239996.0,239996.0,AL,,,
1990,Alabama,1,"Marengo County, AL",1091,23003.0,23003.0,AL,,,
1990,Alabama,1,"Jefferson County, AL",1073,652239.0,652239.0,AL,,,
1990,Alabama,1,"DeKalb County, AL",1049,54875.0,54875.0,AL,,,
1990,Alabama,1,"Dallas County, AL",1047,48015.0,48015.0,AL,,,
1990,Alabama,1,"Dale County, AL",1045,49600.0,49600.0,AL,,,
1990,Alabama,1,"Barbour County, AL",1005,25505.0,25505.0,AL,,,
1990,Alabama,1,"Bibb County, AL",1007,16697.0,16697.0,AL,,,
1990,Alabama,1,"Blount County, AL",1009,39473.0,39473.0,AL,,,
1990,Alabama,1,"Bullock County, AL",1011,11032.0,11032.0,AL,,,
1990,Alabama,1,"Butler County, AL",1013,21886.0,21886.0,AL,,,
1990,Alabama,1,"Calhoun County, AL",1015,116118.0,116118.0,AL,,,
1990,Alabama,1,"Chambers County, AL",1017,36884.0,36884.0,AL,,,
1990,Alabama,1,"Cherokee County, AL",1019,19643.0,19643.0,AL,,,
1990,Alabama,1,"Chilton County, AL",1021,32550.0,32550.0,AL,,,
1990,Alabama,1,"Choctaw County, AL",1023,15994.0,15994.0,AL,,,
1990,Alabama,1,"Clarke County, AL",1025,27289.0,27289.0,AL,,,
1990,Alabama,1,"Clay County, AL",1027,13284.0,13284.0,AL,,,
1990,Alabama,1,"Cleburne County, AL",1029,12724.0,12724.0,AL,,,
1990,Alabama,1,"Coffee County, AL",1031,40293.0,40293.0,AL,,,
1990,Alabama,1,"Colbert County, AL",1033,51876.0,51876.0,AL,,,
1990,Alabama,1,"Conecuh County, AL",1035,14042.0,14042.0,AL,,,
1990,Alabama,1,"Coosa County, AL",1037,11071.0,11071.0,AL,,,
1990,Alabama,1,"Covington County, AL",1039,36519.0,36519.0,AL,,,
1990,Alabama,1,"Crenshaw County, AL",1041,13598.0,13598.0,AL,,,
1990,Alabama,1,"Cullman County, AL",1043,67825.0,67825.0,AL,,,
1990,Alabama,1,"Marion County, AL",1093,29846.0,29846.0,AL,,,
1990,Alabama,1,"Marshall County, AL",1095,71054.0,71054.0,AL,,,
1990,Alabama,1,"Mobile County, AL",1097,379167.0,379167.0,AL,,,
1990,Alabama,1,"Monroe County, AL",1099,24141.0,24141.0,AL,,,
1990,Alabama,1,"Montgomery County, AL",1101,209537.0,209537.0,AL,,,
1990,Alabama,1,"Morgan County, AL",1103,100513.0,100513.0,AL,,,
1990,Alabama,1,"Perry County, AL",1105,12691.0,12691.0,AL,,,
1990,Alabama,1,"Pickens County, AL",1107,20683.0,20683.0,AL,,,
1990,Alabama,1,"Pike County, AL",1109,27662.0,27662.0,AL,,,
1990,Alabama,1,"Randolph County, AL",1111,19991.0,19991.0,AL,,,
1990,Alabama,1,"Russell County, AL",1113,46958.0,46958.0,AL,,,
1990,Alabama,1,"St. Clair County, AL",1115,50084.0,50084.0,AL,,,
1990,Alabama,1,"Shelby County, AL",1117,100024.0,100024.0,AL,,,
1990,Alabama,1,"Sumter County, AL",1119,16153.0,16153.0,AL,,,
1990,Alabama,1,"Talladega County, AL",1121,74182.0,74182.0,AL,,,
1990,Alabama,1,"Tallapoosa County, AL",1123,38927.0,38927.0,AL,,,
1990,Alabama,1,"Tuscaloosa County, AL",1125,151095.0,151095.0,AL,,,
1990,Alabama,1,"Walker County, AL",1127,67642.0,67642.0,AL,,,
1990,Alabama,1,"Washington County, AL",1129,16702.0,16702.0,AL,,,
1990,Alabama,1,"Wilcox County, AL",1131,13506.0,13506.0,AL,,,
1990,Alabama,1,"Winston County, AL",1133,22113.0,22113.0,AL,,,
1990,Georgia,13,"Appling County, GA",13001,15776.0,15776.0,GA,,,
1990,Florida,12,"Alachua County, FL",12001,182723.0,182723.0,FL,,,
1990,Florida,12,"Baker County, FL",12003,18594.0,18594.0,FL,,,
1990,Florida,12,"Bay County, FL",12005,127323.0,127323.0,FL,,,
1990,Florida,12,"Bradford County, FL",12007,22605.0,22605.0,FL,,,
1990,Florida,12,"Brevard County, FL",12009,403209.0,403209.0,FL,,,
1990,Florida,12,"Broward County, FL",12011,1263301.0,1263301.0,FL,,,
1990,Florida,12,"Calhoun County, FL",12013,11044.0,11044.0,FL,,,
1990,Florida,12,"Citrus County, FL",12017,94645.0,94645.0,FL,,,
1990,Florida,12,"Clay County, FL",12019,106752.0,106752.0,FL,,,
1990,Florida,12,"Collier County, FL",12021,154568.0,154568.0,FL,,,
1990,Florida,12,"Columbia County, FL",12023,42861.0,42861.0,FL,,,
1990,Florida,12,"DeSoto County, FL",12027,24094.0,24094.0,FL,,,
1990,Florida,12,"Dixie County, FL",12029,10674.0,10674.0,FL,,,
1990,Florida,12,"Duval County, FL",12031,677746.0,677746.0,FL,,,
1990,Florida,12,"Escambia County, FL",12033,263272.0,263272.0,FL,,,
1990,Florida,12,"Flagler County, FL",12035,29474.0,29474.0,FL,,,
1990,Florida,12,"Charlotte County, FL",12015,112821.0,112821.0,FL,,,
1990,Florida,12,"Franklin County, FL",12037,8978.0,8978.0,FL,,,
1990,Florida,12,"Gadsden County, FL",12039,41267.0,41267.0,FL,,,
1990,Florida,12,"Glades County, FL",12043,7639.0,7639.0,FL,,,
1990,Florida,12,"Okeechobee County, FL",12093,29834.0,29834.0,FL,,,
1990,Florida,12,"Orange County, FL",12095,685768.0,685768.0,FL,,,
1990,Florida,12,"Osceola County, FL",12097,110319.0,110319.0,FL,,,
1990,Florida,12,"Palm Beach County, FL",12099,871560.0,871560.0,FL,,,
1990,Florida,12,"Pasco County, FL",12101,281937.0,281937.0,FL,,,
1990,Florida,12,"Pinellas County, FL",12103,856166.0,856166.0,FL,,,
1990,Florida,12,"Polk County, FL",12105,407756.0,407756.0,FL,,,
1990,Florida,12,"Putnam County, FL",12107,65345.0,65345.0,FL,,,
1990,Florida,12,"St. Johns County, FL",12109,84825.0,84825.0,FL,,,
1990,Florida,12,"Okaloosa County, FL",12091,144453.0,144453.0,FL,,,
1990,Florida,12,"St. Lucie County, FL",12111,152669.0,152669.0,FL,,,
1990,Florida,12,"Sarasota County, FL",12115,279748.0,279748.0,FL,,,
1990,Florida,12,"Seminole County, FL",12117,291169.0,291169.0,FL,,,
1990,Florida,12,"Sumter County, FL",12119,31882.0,31882.0,FL,,,
1990,Florida,12,"Suwannee County, FL",12121,26918.0,26918.0,FL,,,
